return_id,order_item_id,return_date,reason,refund_amount
21795,970801,2024-11-17,Not as Described,215.15
21796,1992639,2024-05-06,Defective,4263.75
21797,1213553,2023-05-09,Wrong Item,631.35
21798,719986,2024-02-26,Changed Mind,2322.9
21799,1634407,2024-12-23,Wrong Item,564.99
21800,1680858,2025-01-09,Late Delivery,496.28
21801,1304094,2025-12-26,Not as Described,1533.5
21802,627934,2024-10-20,Defective,4597.13
21803,1700362,2024-12-13,Late Delivery,327.93
21804,1461258,2023-10-12,Changed Mind,4014.89
21805,654540,2025-12-09,Defective,951.4
21806,146980,2024-12-11,Defective,262.06
21807,1659560,2025-11-14,Wrong Item,828.9
21808,812415,2025-03-07,Changed Mind,521.15
21809,803504,2024-10-25,Changed Mind,317.77
21810,1875207,2025-12-28,Late Delivery,621.3
21811,216098,2023-12-26,Not as Described,1080.4
21812,358812,2023-07-13,Late Delivery,1283.26
21813,1419675,2025-11-06,Changed Mind,784.99
21814,2152857,2023-04-15,Late Delivery,543.28
21815,1056468,2023-07-09,Defective,2601.72
21816,1095439,2024-09-19,Wrong Item,1503.0
21817,1800417,2025-06-08,Wrong Item,1650.6
21818,2027584,2024-03-31,Defective,2862.72
21819,1839878,2024-12-07,Not as Described,887.2
21820,1557047,2025-08-06,Late Delivery,1713.55
21821,60942,2024-02-14,Wrong Item,563.69
21822,702145,2025-12-26,Not as Described,2164.96
21823,785856,2025-11-29,Changed Mind,166.55
21824,2214259,2025-08-25,Defective,1040.12
21825,599115,2024-01-30,Not as Described,2070.12
21826,480102,2025-06-19,Wrong Item,1733.55
21827,626831,2025-12-31,Late Delivery,1015.47
21828,1860630,2024-12-10,Changed Mind,554.44
21829,881833,2023-03-30,Not as Described,2075.08
21830,1304682,2025-01-01,Defective,41.4
21831,2048722,2025-11-22,Defective,3305.25
21832,1675706,2023-09-08,Late Delivery,2690.8
21833,1632186,2024-11-29,Defective,881.09
21834,1042183,2024-01-31,Wrong Item,1050.18
21835,2164607,2025-06-03,Defective,143.37
21836,1112585,2025-01-03,Defective,166.5
21837,101790,2024-10-22,Changed Mind,796.32
21838,586806,2025-05-08,Changed Mind,623.76
21839,744941,2024-08-20,Wrong Item,727.75
21840,598458,2024-07-29,Changed Mind,3753.84
21841,317687,2023-10-13,Defective,2110.92
21842,829993,2024-12-28,Changed Mind,254.19
21843,1798321,2023-02-24,Wrong Item,422.9
21844,720714,2025-09-05,Not as Described,1011.12
21845,1370038,2025-11-24,Wrong Item,1385.85
21846,1535780,2025-12-21,Not as Described,1785.48
21847,659117,2023-06-28,Late Delivery,245.6
21848,1156596,2024-11-06,Late Delivery,1368.46
21849,1842529,2024-09-23,Wrong Item,790.69
21850,1889963,2023-11-04,Late Delivery,2823.56
21851,1323947,2023-12-30,Wrong Item,659.88
21852,486943,2025-10-30,Wrong Item,416.91
21853,1144506,2024-12-05,Changed Mind,407.12
21854,400729,2023-10-06,Defective,181.05
21855,1935730,2025-11-28,Changed Mind,678.94
21856,1997651,2025-12-01,Defective,421.43
21857,828498,2025-09-16,Defective,1130.18
21858,1635074,2024-07-01,Changed Mind,3449.15
21859,2037334,2025-12-19,Not as Described,1130.6
21860,567342,2024-07-05,Defective,597.18
21861,2213054,2024-11-22,Changed Mind,965.02
21862,549542,2025-09-22,Defective,67.9
21863,1418155,2025-12-31,Late Delivery,1044.78
21864,830087,2024-09-29,Late Delivery,3051.32
21865,1577731,2024-11-29,Not as Described,400.98
21866,413472,2025-02-08,Changed Mind,552.27
21867,36226,2023-06-15,Not as Described,2338.7
21868,1383490,2023-09-07,Not as Described,635.27
21869,2083898,2024-12-13,Defective,2245.74
21870,2008140,2024-10-03,Wrong Item,735.9
21871,1585221,2023-12-30,Not as Described,1035.06
21872,695217,2023-05-12,Not as Described,1814.09
21873,197323,2024-04-02,Defective,1903.0
21874,2214088,2024-05-03,Wrong Item,504.15
21875,1069434,2023-01-18,Late Delivery,316.69
21876,1742135,2023-06-08,Not as Described,1027.46
21877,2017385,2023-07-09,Late Delivery,1256.04
21878,938724,2025-12-31,Late Delivery,550.88
21879,468974,2024-04-18,Wrong Item,343.83
21880,1811308,2024-11-02,Not as Described,1472.14
21881,1698394,2025-11-18,Late Delivery,1142.1
21882,1010215,2023-12-09,Late Delivery,1492.05
21883,1425621,2023-10-12,Not as Described,831.04
21884,470511,2023-01-23,Changed Mind,1339.48
21885,1041545,2025-01-04,Defective,1639.85
21886,1518119,2024-12-12,Late Delivery,40.68
21887,619633,2025-01-03,Not as Described,2217.05
21888,2200770,2024-12-08,Late Delivery,2850.81
21889,746436,2025-09-13,Late Delivery,3083.5
21890,2181468,2024-04-01,Defective,413.35
21891,1903975,2024-08-23,Changed Mind,1046.4
21892,1816784,2025-12-31,Late Delivery,2651.45
21893,1559762,2025-07-30,Wrong Item,1299.88
21894,462592,2024-07-30,Changed Mind,5479.3
21895,904571,2023-06-10,Defective,1570.17
21896,758494,2025-12-31,Defective,650.62
21897,626544,2023-12-21,Defective,1187.1
21898,826421,2024-07-10,Defective,1297.44
21899,1257146,2024-11-21,Wrong Item,125.04
21900,1695018,2023-07-19,Wrong Item,644.88
21901,1895694,2023-09-13,Changed Mind,638.84
21902,1600541,2024-05-24,Defective,925.82
21903,1913798,2023-12-09,Wrong Item,2030.05
21904,1761643,2023-03-20,Changed Mind,1509.51
21905,786404,2024-08-09,Wrong Item,996.21
21906,1493271,2024-12-17,Defective,304.8
21907,1772099,2024-12-31,Changed Mind,900.92
21908,2096622,2023-11-30,Changed Mind,3256.46
21909,1285049,2025-01-28,Wrong Item,1039.8
21910,1306176,2024-03-04,Not as Described,523.81
21911,1358550,2023-11-30,Changed Mind,2132.4
21912,539633,2023-12-05,Not as Described,1313.66
21913,533735,2023-12-25,Defective,1265.68
21914,1100984,2025-12-31,Changed Mind,2869.2
21915,111863,2024-12-04,Wrong Item,2099.16
21916,1592266,2024-10-01,Late Delivery,1074.04
21917,2153155,2025-11-27,Wrong Item,1209.33
21918,575284,2024-11-24,Late Delivery,603.56
21919,1687704,2025-12-03,Defective,846.17
21920,785786,2025-06-01,Not as Described,654.31
21921,675843,2023-07-17,Not as Described,247.57
21922,695537,2025-12-23,Not as Described,748.49
21923,515993,2024-09-20,Changed Mind,1867.4
21924,1378424,2025-05-23,Defective,208.68
21925,1643433,2023-02-20,Late Delivery,1638.81
21926,936085,2024-11-13,Late Delivery,1152.24
21927,1488841,2025-01-30,Late Delivery,382.16
21928,622390,2025-03-01,Not as Described,215.73
21929,536004,2023-06-05,Defective,3067.52
21930,2079459,2024-12-28,Defective,957.4
21931,2200763,2025-11-03,Defective,1364.15
21932,2137131,2023-12-30,Wrong Item,3605.45
21933,823380,2023-12-22,Not as Described,1613.04
21934,493335,2024-05-14,Wrong Item,2065.2
21935,987097,2024-12-23,Defective,140.01
21936,145587,2025-01-04,Wrong Item,337.78
21937,780898,2024-07-18,Defective,143.38
21938,1936966,2025-07-30,Not as Described,858.73
21939,467631,2023-11-10,Late Delivery,116.86
21940,1316792,2024-01-08,Changed Mind,645.01
21941,1062347,2023-11-26,Wrong Item,373.28
21942,1623754,2023-01-13,Changed Mind,1477.24
21943,1309878,2023-07-23,Changed Mind,109.12
21944,1968835,2025-06-15,Defective,1789.77
21945,1383894,2023-11-09,Changed Mind,599.07
21946,2074833,2024-06-01,Not as Described,1729.76
21947,1747774,2024-06-08,Not as Described,1821.69
21948,346144,2025-10-08,Changed Mind,352.06
21949,573912,2025-02-19,Late Delivery,377.12
21950,1473801,2024-12-23,Not as Described,1226.04
21951,28706,2025-12-16,Defective,1417.55
21952,1441158,2024-12-31,Defective,2053.65
21953,1187448,2024-05-08,Wrong Item,372.37
21954,1306957,2023-11-26,Late Delivery,1764.84
21955,1480576,2023-12-12,Not as Described,685.44
21956,681189,2024-04-21,Defective,1611.02
21957,1840235,2025-09-16,Defective,726.15
21958,1339564,2024-11-07,Late Delivery,769.0
21959,958050,2024-04-05,Not as Described,1672.53
21960,789683,2023-11-13,Changed Mind,1139.9
21961,1481288,2023-01-20,Wrong Item,78.25
21962,2002580,2023-12-20,Wrong Item,1546.6
21963,1035430,2025-06-27,Defective,1419.07
21964,1077737,2025-02-09,Changed Mind,503.39
21965,741040,2023-12-02,Changed Mind,1182.82
21966,783258,2024-01-01,Not as Described,736.07
21967,651039,2024-10-14,Defective,316.56
21968,395995,2023-12-15,Wrong Item,635.48
21969,492864,2024-05-31,Defective,3828.6
21970,210403,2025-12-31,Wrong Item,1744.75
21971,2008716,2024-11-22,Changed Mind,3643.6
21972,985834,2024-07-29,Defective,1013.03
21973,80657,2025-12-22,Defective,393.38
21974,1485005,2023-04-14,Wrong Item,1752.15
21975,1357151,2024-06-15,Defective,691.46
21976,1694914,2023-09-06,Not as Described,488.48
21977,1327940,2023-11-24,Late Delivery,319.34
21978,75574,2023-03-31,Wrong Item,3405.05
21979,42870,2024-12-17,Changed Mind,1242.12
21980,1615064,2024-10-21,Wrong Item,347.62
21981,849439,2024-01-15,Late Delivery,698.13
21982,1985056,2024-07-29,Wrong Item,183.52
21983,720233,2024-02-09,Wrong Item,110.48
21984,853161,2024-06-02,Defective,710.52
21985,1340781,2024-08-09,Not as Described,2676.33
21986,1675347,2023-03-02,Wrong Item,1631.2
21987,1895833,2025-09-02,Late Delivery,414.16
21988,2012767,2023-08-28,Wrong Item,283.1
21989,20289,2023-12-21,Changed Mind,1007.36
21990,1025448,2024-02-07,Wrong Item,487.36
21991,175168,2025-08-16,Wrong Item,365.25
21992,1420978,2023-09-09,Not as Described,2167.75
21993,883394,2023-03-05,Changed Mind,511.56
21994,2021689,2025-07-21,Defective,2959.9
21995,557395,2025-02-15,Changed Mind,1206.04
21996,761197,2023-06-17,Changed Mind,405.58
21997,1996159,2023-12-31,Not as Described,1442.6
21998,504022,2023-12-27,Changed Mind,661.86
21999,1227161,2025-05-13,Defective,149.42
22000,2183711,2025-12-24,Late Delivery,276.34
22001,583005,2023-10-04,Defective,2331.76
22002,1838852,2024-10-12,Late Delivery,125.5
22003,718026,2023-10-24,Defective,553.73
22004,1684722,2025-11-19,Defective,2761.76
22005,845312,2024-12-06,Wrong Item,327.89
22006,1234687,2025-03-03,Defective,2693.4
22007,1588421,2023-02-28,Not as Described,606.47
22008,356833,2024-02-16,Changed Mind,4551.66
22009,1867350,2024-07-26,Wrong Item,2408.0
22010,1283807,2023-12-29,Late Delivery,4145.05
22011,1011935,2023-11-17,Late Delivery,46.18
22012,76858,2024-09-20,Not as Described,1367.08
22013,1070934,2023-08-02,Defective,701.88
22014,624134,2025-10-07,Not as Described,641.4
22015,1993371,2024-12-09,Changed Mind,71.02
22016,1856042,2025-10-20,Late Delivery,2871.12
22017,1251914,2024-10-22,Changed Mind,1207.01
22018,85446,2024-11-17,Defective,89.76
22019,2224659,2025-11-20,Wrong Item,1041.12
22020,541147,2025-12-22,Late Delivery,759.15
22021,1063842,2023-05-21,Not as Described,1695.84
22022,924881,2025-07-08,Changed Mind,394.34
22023,762967,2025-04-20,Wrong Item,1239.04
22024,1534224,2025-11-26,Defective,366.6
22025,30655,2025-12-31,Changed Mind,93.03
22026,96606,2025-12-31,Defective,2447.48
22027,1196100,2024-06-04,Changed Mind,1917.33
22028,1553547,2025-08-26,Defective,1714.5
22029,990622,2025-08-19,Late Delivery,1375.24
22030,1248255,2024-10-03,Defective,372.12
22031,2145899,2024-04-21,Wrong Item,4284.04
22032,1890519,2025-02-14,Not as Described,2546.15
22033,562795,2023-02-16,Not as Described,180.05
22034,101028,2025-08-31,Late Delivery,1286.32
22035,1484749,2025-12-31,Defective,279.25
22036,441473,2025-12-11,Defective,647.77
22037,934314,2024-09-05,Defective,3751.96
22038,1413490,2025-06-19,Defective,141.14
22039,1144385,2023-03-09,Late Delivery,903.56
22040,2188805,2024-04-21,Late Delivery,559.5
22041,631422,2024-11-27,Late Delivery,480.16
22042,167491,2024-12-27,Wrong Item,252.9
22043,1401312,2024-12-07,Wrong Item,2634.35
22044,363603,2025-12-31,Defective,369.22
22045,2156599,2025-11-04,Late Delivery,1650.6
22046,1052164,2024-12-08,Not as Described,2187.76
22047,1768069,2024-12-11,Not as Described,299.28
22048,295969,2024-09-19,Wrong Item,629.48
22049,1420240,2024-11-23,Defective,223.46
22050,1756734,2024-01-17,Changed Mind,1964.6
22051,1864669,2023-02-22,Defective,828.36
22052,1885525,2024-02-22,Late Delivery,1330.27
22053,509390,2023-11-29,Defective,248.94
22054,1751049,2024-12-29,Changed Mind,3107.4
22055,1479177,2024-12-01,Wrong Item,3949.15
22056,1683440,2025-12-05,Late Delivery,696.05
22057,80811,2024-04-21,Changed Mind,372.18
22058,1137348,2024-08-06,Not as Described,622.12
22059,467954,2023-12-31,Defective,2254.35
22060,1926755,2024-10-23,Defective,154.77
22061,1949506,2025-07-05,Not as Described,2082.56
22062,1687095,2024-04-18,Late Delivery,33.79
22063,2233703,2025-07-31,Late Delivery,369.46
22064,1417786,2024-11-19,Defective,241.38
22065,1715916,2023-09-21,Not as Described,2565.68
22066,1216405,2024-12-31,Late Delivery,105.89
22067,1223565,2025-05-23,Wrong Item,205.08
22068,500552,2024-09-04,Wrong Item,414.49
22069,1380024,2025-12-03,Late Delivery,836.06
22070,1283283,2023-12-11,Late Delivery,1259.96
22071,1519995,2023-11-18,Wrong Item,2107.04
22072,788973,2024-06-26,Wrong Item,489.15
22073,1904315,2025-11-07,Late Delivery,619.13
22074,1580286,2023-11-29,Defective,440.52
22075,1542127,2024-12-06,Not as Described,2425.52
22076,37328,2024-11-18,Defective,889.78
22077,1285117,2025-12-31,Late Delivery,1510.05
22078,1014073,2025-08-29,Late Delivery,1987.68
22079,1558656,2024-01-30,Late Delivery,802.63
22080,643748,2023-06-11,Late Delivery,711.06
22081,424117,2025-05-22,Wrong Item,2014.85
22082,2160254,2023-04-13,Not as Described,1662.14
22083,1950663,2025-01-06,Wrong Item,1589.85
22084,1462017,2024-02-15,Changed Mind,700.25
22085,1241857,2024-06-04,Changed Mind,718.69
22086,382228,2025-11-05,Late Delivery,2933.35
22087,154896,2023-06-21,Wrong Item,85.2
22088,1472265,2025-09-22,Wrong Item,873.97
22089,1568847,2023-09-30,Not as Described,2590.52
22090,2169446,2024-06-30,Late Delivery,710.5
22091,625834,2025-07-14,Late Delivery,607.88
22092,1833427,2023-05-06,Wrong Item,3003.35
22093,786297,2024-03-29,Changed Mind,1385.92
22094,1841840,2025-11-11,Wrong Item,990.45
22095,940864,2025-11-10,Defective,2754.0
22096,2169300,2025-04-19,Wrong Item,1526.48
22097,51510,2025-06-20,Wrong Item,2266.28
22098,819447,2024-11-25,Not as Described,2047.1
22099,161488,2024-07-16,Late Delivery,524.88
22100,799214,2024-11-20,Wrong Item,347.25
22101,1463468,2025-12-05,Defective,522.15
22102,898846,2023-05-04,Not as Described,160.76
22103,529518,2024-11-25,Wrong Item,4761.05
22104,1894174,2023-12-30,Late Delivery,1436.03
22105,2156570,2025-05-12,Changed Mind,1353.3
22106,834611,2023-12-22,Changed Mind,492.78
22107,1361388,2025-12-31,Defective,1792.4
22108,1125020,2023-12-10,Late Delivery,1241.18
22109,522268,2025-07-22,Not as Described,1148.16
22110,1231292,2025-11-29,Wrong Item,222.43
22111,1328430,2025-12-31,Wrong Item,1249.6
22112,1252395,2023-05-08,Changed Mind,875.74
22113,1296526,2025-11-30,Late Delivery,353.57
22114,2096422,2025-10-24,Changed Mind,1072.14
22115,2084948,2025-04-15,Late Delivery,2511.75
22116,632549,2023-03-07,Wrong Item,4089.8
22117,1373876,2023-12-05,Changed Mind,309.74
22118,673790,2024-08-26,Changed Mind,299.31
22119,2050255,2023-07-29,Wrong Item,883.26
22120,947315,2024-09-06,Defective,71.46
22121,1702841,2024-01-12,Late Delivery,633.97
22122,70326,2024-05-09,Changed Mind,498.73
22123,1569858,2024-12-08,Changed Mind,970.62
22124,1662078,2025-07-02,Late Delivery,1749.34
22125,394488,2023-09-10,Defective,1990.44
22126,2165589,2023-10-29,Wrong Item,352.9
22127,30735,2025-11-09,Not as Described,315.8
22128,1209981,2023-09-14,Not as Described,1872.92
22129,667197,2023-12-24,Late Delivery,590.3
22130,52404,2024-12-15,Wrong Item,323.67
22131,612438,2025-12-23,Wrong Item,638.84
22132,863078,2025-06-19,Wrong Item,542.29
22133,1861068,2025-12-11,Not as Described,1761.72
22134,140712,2023-11-17,Not as Described,1116.48
22135,1323154,2024-12-19,Not as Described,147.78
22136,1639880,2024-12-10,Defective,532.92
22137,1483602,2025-11-29,Not as Described,3483.97
22138,558482,2025-09-13,Changed Mind,1503.52
22139,871532,2024-11-15,Not as Described,2017.92
22140,1750467,2023-12-15,Late Delivery,1078.88
22141,181709,2025-04-07,Defective,1107.96
22142,227299,2023-02-25,Late Delivery,2104.83
22143,520116,2024-09-20,Changed Mind,1117.4
22144,1285442,2025-01-21,Defective,620.31
22145,544202,2025-11-24,Defective,151.59
22146,2037291,2024-11-02,Defective,960.66
22147,2115274,2025-03-24,Defective,1430.4
22148,1992677,2025-09-04,Changed Mind,188.9
22149,1100076,2023-08-05,Wrong Item,408.67
22150,2097443,2025-11-11,Wrong Item,124.09
22151,1371956,2025-01-01,Late Delivery,1608.35
22152,1651171,2025-09-08,Changed Mind,3066.89
22153,2046551,2023-02-27,Defective,874.02
22154,1046549,2023-08-05,Not as Described,496.13
22155,1955137,2024-09-28,Changed Mind,1186.89
22156,429288,2024-03-18,Not as Described,838.64
22157,639818,2025-12-30,Late Delivery,1416.18
22158,1953142,2023-04-21,Defective,611.55
22159,441649,2025-02-09,Defective,449.02
22160,1223751,2024-07-07,Not as Described,430.42
22161,1114814,2024-01-10,Not as Described,2106.39
22162,1834868,2025-07-17,Not as Described,1099.26
22163,1723471,2024-12-08,Not as Described,252.76
22164,1839375,2025-03-14,Late Delivery,626.03
22165,269199,2025-12-19,Changed Mind,264.52
22166,156306,2025-10-25,Not as Described,2637.24
22167,1943952,2025-06-02,Defective,1478.37
22168,625576,2025-12-31,Not as Described,178.76
22169,1316434,2023-10-31,Not as Described,1367.4
22170,328767,2025-03-30,Late Delivery,4434.5
22171,1065614,2025-11-08,Not as Described,570.15
22172,1251136,2024-12-25,Defective,440.82
22173,718418,2025-10-03,Wrong Item,189.4
22174,255863,2023-11-14,Wrong Item,238.34
22175,331438,2025-06-24,Late Delivery,65.12
22176,634812,2023-07-12,Not as Described,2486.55
22177,1068277,2025-05-23,Late Delivery,143.51
22178,2137382,2025-12-16,Late Delivery,309.71
22179,704107,2024-10-29,Wrong Item,609.9
22180,1928359,2025-01-11,Wrong Item,1318.88
22181,781718,2024-10-16,Wrong Item,391.5
22182,519556,2025-11-20,Wrong Item,277.86
22183,516196,2024-12-18,Defective,1462.32
22184,67835,2023-12-16,Defective,1887.81
22185,2102513,2023-12-30,Wrong Item,1207.62
22186,1439243,2023-02-07,Changed Mind,1298.52
22187,2219054,2023-01-18,Changed Mind,1014.02
22188,1185147,2025-09-12,Defective,268.74
22189,89107,2025-12-24,Defective,53.73
22190,1637839,2023-11-14,Wrong Item,534.22
22191,1091532,2025-11-20,Wrong Item,194.97
22192,935675,2025-11-29,Late Delivery,1148.22
22193,951851,2025-09-14,Late Delivery,358.99
22194,1670591,2023-12-03,Wrong Item,684.0
22195,1288019,2024-12-16,Late Delivery,42.2
22196,1285799,2023-05-25,Defective,2337.5
22197,1590844,2024-11-18,Defective,2464.47
22198,1523140,2024-04-23,Not as Described,804.12
22199,1474011,2024-01-20,Defective,2751.55
22200,1592227,2024-12-10,Wrong Item,285.75
22201,2109203,2023-06-16,Defective,2285.4
22202,1053242,2025-12-12,Not as Described,775.23
22203,596774,2024-01-17,Changed Mind,672.1
22204,1099720,2024-11-04,Not as Described,135.9
22205,390337,2024-12-15,Late Delivery,1220.43
22206,1622959,2024-12-12,Wrong Item,1592.35
22207,659788,2024-11-27,Not as Described,366.38
22208,733548,2025-06-11,Wrong Item,959.8
22209,1097656,2025-01-29,Wrong Item,2714.8
22210,451075,2023-12-22,Defective,321.39
22211,768875,2024-01-24,Changed Mind,2366.88
22212,1168229,2023-11-18,Wrong Item,755.16
22213,925051,2023-06-19,Defective,3535.6
22214,1864156,2025-05-04,Late Delivery,505.2
22215,1105067,2025-01-30,Late Delivery,2060.48
22216,1798884,2025-11-26,Defective,558.8
22217,1983435,2025-01-22,Late Delivery,146.69
22218,2218087,2023-11-30,Wrong Item,523.2
22219,986489,2025-04-30,Defective,477.05
22220,2095035,2023-08-03,Not as Described,4096.95
22221,588606,2025-10-17,Wrong Item,41.16
22222,2092878,2023-05-02,Late Delivery,561.37
22223,1926124,2023-12-22,Not as Described,297.57
22224,888154,2023-12-01,Late Delivery,1000.23
22225,1512321,2025-11-21,Changed Mind,777.36
22226,1531697,2025-09-17,Defective,2157.28
22227,1696569,2024-12-08,Not as Described,2465.55
22228,742982,2023-11-14,Defective,326.5
22229,358528,2023-07-02,Late Delivery,643.72
22230,1657580,2023-11-02,Not as Described,1337.94
22231,1014717,2024-01-03,Late Delivery,534.18
22232,747447,2024-02-05,Late Delivery,31.29
22233,787648,2025-06-21,Wrong Item,2205.86
22234,204590,2025-09-10,Not as Described,1131.73
22235,1268090,2025-01-22,Defective,2069.85
22236,914619,2025-07-03,Late Delivery,1401.42
22237,1493576,2025-04-03,Wrong Item,2398.96
22238,66063,2023-11-17,Wrong Item,730.08
22239,1218303,2023-08-16,Defective,2623.0
22240,1239821,2023-11-30,Wrong Item,820.26
22241,1340719,2025-10-14,Wrong Item,1151.26
22242,1679441,2025-01-03,Late Delivery,576.36
22243,509157,2023-12-09,Wrong Item,1625.14
22244,1372196,2025-05-18,Not as Described,437.95
22245,1163411,2025-06-02,Defective,96.57
22246,919315,2024-07-10,Defective,1436.38
22247,1721470,2023-07-17,Changed Mind,2967.35
22248,2190329,2024-01-26,Changed Mind,978.75
22249,1521640,2025-09-25,Defective,154.5
22250,2174873,2025-10-02,Late Delivery,390.4
22251,2161669,2024-10-15,Late Delivery,1400.32
22252,1798424,2024-01-19,Late Delivery,2943.35
22253,702901,2025-07-23,Not as Described,1662.84
22254,2006535,2025-09-07,Wrong Item,1097.1
22255,941941,2025-08-23,Defective,130.72
22256,1379908,2024-12-31,Wrong Item,213.31
22257,211907,2023-08-10,Defective,2674.56
22258,555721,2025-04-14,Late Delivery,1599.09
22259,279789,2024-06-25,Changed Mind,592.82
22260,1064620,2025-02-03,Late Delivery,599.07
22261,473072,2024-07-09,Not as Described,596.4
22262,1436088,2025-02-22,Late Delivery,2785.45
22263,1297624,2025-10-21,Defective,353.22
22264,26372,2024-12-25,Wrong Item,701.16
22265,348514,2025-12-04,Wrong Item,1683.1
22266,2056813,2023-03-25,Not as Described,277.8
22267,1054428,2024-09-05,Changed Mind,1354.96
22268,379148,2025-12-31,Late Delivery,1034.86
22269,466152,2023-04-03,Not as Described,265.14
22270,618922,2023-10-25,Changed Mind,1309.18
22271,1484329,2024-11-26,Not as Described,385.11
22272,104651,2023-05-05,Wrong Item,633.25
22273,293394,2024-11-21,Changed Mind,1190.22
22274,9025,2023-11-09,Changed Mind,359.5
22275,1277872,2023-12-30,Defective,320.88
22276,569665,2024-01-04,Wrong Item,2007.8
22277,1694121,2024-01-14,Defective,362.65
22278,867035,2024-12-22,Wrong Item,2239.96
22279,1865158,2024-10-07,Wrong Item,550.29
22280,1583489,2025-08-30,Late Delivery,483.65
22281,1730751,2023-11-22,Not as Described,731.32
22282,188210,2024-12-07,Not as Described,827.12
22283,1769466,2025-07-22,Not as Described,553.62
22284,2002501,2023-11-07,Late Delivery,298.9
22285,1610259,2024-01-01,Late Delivery,1097.96
22286,190484,2024-01-01,Not as Described,1272.35
22287,1123157,2025-11-28,Not as Described,1087.72
22288,207393,2025-12-15,Late Delivery,2323.85
22289,1593172,2023-09-19,Late Delivery,154.96
22290,1159968,2024-08-16,Not as Described,372.38
22291,1873602,2024-01-14,Not as Described,775.02
22292,1786802,2024-04-06,Late Delivery,1826.66
22293,612409,2023-07-26,Not as Described,399.0
22294,366774,2024-01-01,Late Delivery,2309.5
22295,1289337,2023-10-18,Wrong Item,2638.44
22296,333653,2023-09-14,Changed Mind,1733.55
22297,1131027,2024-05-06,Not as Described,698.26
22298,1101483,2024-08-31,Wrong Item,2144.45
22299,741937,2025-10-31,Changed Mind,559.24
22300,822692,2025-05-28,Wrong Item,1605.78
22301,1626339,2025-12-13,Not as Described,195.17
22302,789686,2023-07-31,Late Delivery,267.7
22303,73506,2023-11-19,Defective,232.56
22304,2129247,2024-11-21,Wrong Item,207.12
22305,2179049,2023-12-31,Wrong Item,302.98
22306,741609,2025-04-10,Late Delivery,316.11
22307,688592,2025-11-23,Defective,220.5
22308,431743,2024-12-08,Defective,219.0
22309,458990,2023-01-22,Late Delivery,235.8
22310,2054978,2023-04-19,Changed Mind,315.73
22311,2121785,2024-04-26,Wrong Item,2855.45
22312,2231459,2024-11-27,Late Delivery,448.25
22313,1748317,2023-09-04,Late Delivery,3378.85
22314,451100,2025-05-10,Changed Mind,1702.26
22315,416767,2023-02-12,Not as Described,790.9
22316,863796,2023-06-23,Not as Described,213.0
22317,537126,2024-10-11,Not as Described,704.96
22318,1568831,2025-02-26,Not as Described,2582.01
22319,717067,2024-06-17,Defective,1443.05
22320,738460,2023-04-30,Not as Described,1091.05
22321,2159542,2025-11-26,Not as Described,1465.4
22322,2219211,2025-01-11,Late Delivery,411.24
22323,172474,2025-05-16,Wrong Item,826.18
22324,1343367,2023-06-22,Changed Mind,1720.49
22325,836793,2025-03-25,Not as Described,2802.84
22326,1751979,2023-08-28,Not as Described,1233.44
22327,1970049,2025-12-07,Changed Mind,630.09
22328,1791693,2025-12-31,Late Delivery,622.36
22329,479077,2023-12-31,Defective,776.79
22330,1073324,2024-12-02,Not as Described,406.92
22331,1902309,2023-07-03,Not as Described,167.22
22332,1715615,2025-02-20,Changed Mind,2100.54
22333,1462996,2023-12-28,Late Delivery,472.36
22334,1566491,2024-04-17,Defective,771.96
22335,541268,2024-12-13,Wrong Item,438.14
22336,1714580,2025-07-20,Not as Described,168.41
22337,1228009,2024-12-01,Not as Described,2010.24
22338,1518978,2025-09-16,Defective,804.72
22339,77008,2024-02-17,Late Delivery,2024.64
22340,636002,2024-01-28,Changed Mind,2875.0
22341,1259648,2025-01-03,Not as Described,74.42
22342,1011817,2023-03-04,Changed Mind,755.7
22343,2197767,2025-04-28,Changed Mind,903.39
22344,1825173,2023-12-22,Defective,2342.8
22345,537216,2025-05-20,Defective,49.87
22346,1683666,2023-07-22,Defective,740.87
22347,633580,2024-11-08,Not as Described,1516.16
22348,356823,2025-11-10,Not as Described,338.97
22349,1672312,2023-05-03,Wrong Item,575.15
22350,1239521,2024-09-10,Defective,788.44
22351,798161,2023-11-05,Wrong Item,243.24
22352,2110392,2023-12-14,Late Delivery,90.4
22353,999543,2025-12-31,Late Delivery,295.33
22354,1078371,2024-05-10,Defective,625.56
22355,1134748,2024-07-29,Changed Mind,740.8
22356,1459291,2024-02-05,Not as Described,1998.76
22357,2208455,2024-11-29,Not as Described,443.65
22358,943389,2025-07-11,Wrong Item,1440.5
22359,724157,2025-02-16,Changed Mind,678.68
22360,1886858,2023-10-22,Not as Described,279.58
22361,2107623,2025-10-04,Changed Mind,1513.89
22362,2121944,2025-11-12,Changed Mind,796.32
22363,344415,2025-11-21,Wrong Item,1502.48
22364,339826,2025-12-19,Wrong Item,2805.35
22365,1247416,2024-09-04,Late Delivery,497.79
22366,899942,2023-12-19,Not as Described,404.19
22367,1308732,2025-11-28,Wrong Item,1157.62
22368,1412891,2023-07-20,Not as Described,2878.25
22369,1787248,2025-12-26,Changed Mind,1731.66
22370,1928929,2023-12-15,Wrong Item,316.04
22371,674189,2024-01-12,Not as Described,3298.95
