coupon_id,promotion_id,customer_id,order_id,discount_amount
3369,68,5328,15471,648.58
3370,93,18421,15481,160.65
3371,13,38728,15489,998.7
3372,92,87001,15491,1743.06
3373,31,60146,15493,3078.69
3374,83,88668,15494,1334.4
3375,55,20489,15500,764.56
3376,57,704,15501,198.58
3377,5,59980,15511,1432.86
3378,53,37423,15512,1250.6
3379,48,62615,15514,3170.91
3380,27,35028,15524,101.24
3381,6,12590,15526,518.88
3382,39,2686,15528,2290.38
3383,29,62472,15529,323.27
3384,32,25147,15538,1236.49
3385,17,8548,15541,1327.67
3386,98,97018,15551,455.32
3387,29,5319,15554,963.31
3388,4,84980,15562,972.38
3389,91,61517,15571,1768.35
3390,95,84556,15579,834.66
3391,57,26997,15582,4542.13
3392,76,57588,15585,134.7
3393,15,57584,15593,2051.59
3394,41,98251,15595,1768.66
3395,70,28120,15596,854.45
3396,72,70483,15597,2911.39
3397,72,61056,15603,1551.03
3398,39,53145,15605,2512.83
3399,4,7722,15621,162.34
3400,27,73166,15628,201.6
3401,28,83351,15629,1434.82
3402,16,75418,15630,1814.59
3403,80,85758,15632,381.69
3404,47,99458,15637,1670.04
3405,97,2455,15641,592.16
3406,77,74785,15645,3262.17
3407,14,68304,15649,1051.46
3408,17,16670,15654,2301.63
3409,58,94580,15657,459.46
3410,35,30857,15659,3866.22
3411,95,96752,15676,275.91
3412,11,82970,15680,1954.17
3413,52,28385,15683,1138.67
3414,48,34318,15684,2350.91
3415,56,47933,15688,1648.04
3416,80,30529,15702,616.1
3417,60,27771,15708,2565.8
3418,36,69469,15711,1821.43
3419,78,79312,15718,1697.65
3420,35,50242,15726,1058.85
3421,70,32181,15729,146.88
3422,72,90330,15732,1896.07
3423,85,59131,15734,726.89
3424,92,85055,15743,2047.79
3425,64,89356,15746,607.46
3426,91,9885,15747,3062.7
3427,15,65428,15750,476.71
3428,67,38571,15762,3208.09
3429,35,90107,15765,1422.02
3430,6,13170,15767,702.71
3431,9,99050,15774,1383.62
3432,53,86151,15778,222.32
3433,78,9578,15782,1916.06
3434,26,81104,15787,3839.4
3435,75,20497,15789,100.81
3436,56,1863,15794,807.58
3437,82,64723,15795,2345.61
3438,90,11353,15801,1900.88
3439,60,95167,15806,193.21
3440,24,24276,15809,1514.57
3441,9,47247,15816,193.58
3442,20,34483,15817,2071.42
3443,77,20277,15824,2247.31
3444,34,76746,15828,622.67
3445,52,86058,15830,313.99
3446,1,98922,15834,73.84
3447,72,33268,15838,2014.24
3448,38,48733,15839,628.02
3449,91,6147,15850,2472.25
3450,63,34692,15863,464.88
3451,91,39617,15865,3133.46
3452,4,39786,15872,186.94
3453,86,91026,15882,1462.87
3454,37,43177,15883,698.34
3455,6,67248,15885,628.15
3456,92,72483,15888,976.32
3457,98,40443,15889,484.58
3458,26,40061,15893,3930.63
3459,3,88040,15895,1262.26
3460,32,38123,15913,1769.71
3461,96,1468,15914,225.7
3462,52,28184,15917,935.95
3463,32,72254,15919,233.64
3464,87,11158,15921,1729.08
3465,30,31860,15937,172.46
3466,82,33562,15943,2199.15
3467,99,90078,15950,946.12
3468,79,36646,15952,36.23
3469,27,83042,15955,121.34
3470,27,90608,15956,367.49
3471,31,97523,15965,1491.53
3472,64,40170,15971,499.91
3473,29,98139,15979,1563.6
3474,24,50794,15985,156.26
3475,38,85476,15987,119.62
3476,62,69899,15995,3294.42
3477,88,71691,15998,1436.63
3478,84,90881,16001,1290.5
3479,48,33531,16004,2513.81
3480,24,42591,16006,966.61
3481,1,62183,16011,519.01
3482,56,89529,16014,970.64
3483,92,19769,16022,1026.22
3484,95,5049,16025,112.78
3485,11,68141,16027,1142.17
3486,85,49987,16036,930.61
3487,65,57375,16050,641.2
3488,20,82936,16055,3328.63
3489,60,52098,16060,755.4
3490,45,28214,16062,898.48
3491,6,87889,16065,321.68
3492,8,92826,16069,76.91
3493,34,32618,16080,3485.08
3494,62,18895,16091,822.26
3495,30,64681,16092,407.87
3496,10,96212,16096,1882.63
3497,64,20706,16105,323.82
3498,64,34986,16108,223.09
3499,12,76692,16111,2715.46
3500,3,47681,16122,1596.73
3501,93,99688,16124,970.16
3502,93,64984,16129,1471.04
3503,34,1902,16130,2468.13
3504,24,46046,16133,397.72
3505,83,98187,16134,769.66
3506,12,47583,16136,2261.52
3507,5,70682,16149,2555.97
3508,55,75566,16153,750.57
3509,34,74068,16154,2020.78
3510,61,95059,16156,1092.64
3511,96,81989,16167,2371.07
3512,82,69255,16174,1568.67
3513,14,7120,16178,411.65
3514,54,52026,16181,1650.81
3515,20,30910,16182,2482.91
3516,3,68065,16186,2394.29
3517,77,12795,16189,1452.77
3518,72,77146,16190,171.62
3519,91,74246,16195,3433.49
3520,25,92826,16200,369.1
3521,52,48199,16208,1598.29
3522,71,88204,16211,197.18
3523,51,22942,16216,508.6
3524,31,41458,16217,1552.22
3525,44,54228,16223,3079.01
3526,99,76632,16226,76.72
3527,80,82254,16230,37.66
3528,51,38346,16231,304.23
3529,74,29294,16232,248.29
3530,16,3890,16236,932.19
3531,29,77859,16239,1295.45
3532,46,91222,16248,998.92
3533,62,86153,16249,4584.98
3534,86,96774,16251,687.68
3535,56,31943,16252,1357.97
3536,70,8762,16253,570.06
3537,31,84582,16254,2147.82
3538,49,92050,16272,1240.98
3539,84,31097,16280,927.81
3540,100,37018,16287,168.87
3541,44,98091,16293,2355.04
3542,55,67668,16300,474.94
3543,18,6489,16301,1044.37
3544,30,89809,16305,1396.07
3545,16,32460,16316,794.2
3546,7,50174,16322,1490.0
3547,21,55792,16325,37.98
3548,38,46628,16329,1609.6
3549,61,44032,16335,595.16
3550,27,66167,16341,144.75
3551,98,24434,16346,149.42
3552,93,18808,16350,2741.49
3553,17,42056,16351,1770.19
3554,46,57186,16357,601.5
3555,84,78873,16368,1220.06
3556,66,41157,16371,1131.12
3557,38,3280,16372,900.1
3558,83,70073,16379,168.79
3559,54,3200,16388,821.12
3560,15,30291,16389,2346.8
3561,80,43491,16395,996.51
3562,27,78740,16396,361.07
3563,22,38068,16398,617.71
3564,6,72944,16400,799.01
3565,38,77467,16402,79.22
3566,52,75781,16404,1654.12
3567,64,16924,16414,626.55
3568,81,52039,16416,34.76
3569,72,83349,16419,1045.95
3570,85,2158,16424,4740.49
3571,23,75174,16441,2194.33
3572,72,82586,16442,175.82
3573,99,8293,16444,1578.77
3574,50,28313,16462,133.02
3575,34,23452,16466,1018.13
3576,64,85317,16472,129.43
3577,11,80420,16474,1720.35
3578,67,12138,16475,1078.79
3579,50,31643,16482,446.33
3580,47,39701,16493,945.24
3581,93,16672,16497,1487.18
3582,34,55626,16498,2765.93
3583,18,56568,16502,1016.19
3584,47,44203,16504,2204.89
3585,70,12490,16510,146.74
3586,44,66645,16525,2939.45
3587,40,92326,16527,108.64
3588,53,86886,16531,381.13
3589,49,75082,16533,2351.54
3590,21,21859,16535,1313.89
3591,67,7152,16543,3176.98
3592,15,9111,16547,1412.38
3593,88,28662,16548,1591.23
3594,17,73552,16562,1644.88
3595,43,7161,16563,1493.38
3596,14,1988,16568,15.67
3597,10,41849,16570,721.86
3598,22,97932,16580,58.95
3599,29,28012,16596,1558.2
3600,64,33483,16618,258.64
3601,25,58980,16621,398.76
3602,8,74,16629,324.01
3603,80,54638,16630,1342.54
3604,33,56679,16638,412.08
3605,61,16578,16642,2635.69
3606,53,7571,16643,435.41
3607,42,48306,16657,1141.12
3608,62,77474,16661,3006.54
3609,21,19884,16662,225.75
3610,4,82320,16666,1159.88
3611,70,92766,16674,178.34
3612,2,89239,16675,1267.39
3613,68,18765,16682,28.16
3614,95,82433,16689,1044.26
3615,64,59119,16696,154.43
3616,39,63958,16699,1066.12
3617,19,60405,16705,901.5
3618,100,65944,16708,4318.2
3619,80,58228,16711,88.34
3620,86,95857,16712,707.41
3621,91,77992,16713,2016.95
3622,79,31850,16715,20.67
3623,3,1836,16721,2280.7
3624,20,58901,16723,692.84
3625,9,30971,16726,365.51
3626,56,2187,16727,106.13
3627,92,660,16732,632.17
3628,57,11930,16747,2120.33
3629,39,65578,16750,615.99
3630,38,12896,16753,1115.1
3631,93,41572,16758,655.33
3632,20,33826,16761,3698.61
3633,12,85049,16763,2922.56
3634,26,28075,16764,2803.85
3635,24,59419,16765,34.05
3636,62,8234,16767,916.24
3637,47,39094,16772,1609.74
3638,47,23908,16778,2256.09
3639,79,58160,16787,2580.32
3640,43,8325,16789,565.2
3641,58,96963,16794,3043.82
3642,71,40760,16803,407.23
3643,30,86689,16804,346.51
3644,82,67617,16810,1247.43
3645,3,88659,16824,1989.49
3646,1,92822,16835,485.59
3647,55,30889,16836,228.83
3648,32,42542,16840,1243.66
3649,48,36406,16844,2208.84
3650,94,86582,16846,583.74
3651,28,81009,16848,987.1
3652,37,58042,16852,39.4
3653,12,25771,16862,2860.34
3654,39,39320,16865,944.55
3655,96,28494,16884,1232.67
3656,2,46808,16892,1785.19
3657,25,98777,16893,2063.92
3658,71,21442,16898,326.54
3659,42,37905,16902,540.92
3660,74,91631,16906,287.02
3661,81,27564,16923,2121.13
3662,78,679,16926,1356.91
3663,69,13993,16931,97.77
3664,20,4687,16945,146.51
3665,98,20887,16954,546.96
3666,69,92779,16961,547.15
3667,2,43707,16966,1827.88
3668,3,45799,16970,978.61
3669,14,27579,16971,44.63
3670,10,6398,16974,3295.26
3671,61,79428,16975,1719.81
3672,21,62717,16978,862.69
3673,99,81109,16983,1432.31
3674,84,97585,16987,17.49
3675,40,13195,16990,1212.09
3676,8,18907,16993,114.27
3677,43,57885,16999,883.36
3678,74,65812,17000,660.83
3679,70,49358,17006,145.61
3680,62,64564,17007,2536.69
3681,42,59311,17012,1168.94
3682,98,9877,17017,241.41
3683,22,3125,17019,556.76
3684,76,43100,17024,333.35
3685,76,57581,17030,157.49
3686,60,45638,17031,2153.52
3687,77,43756,17036,396.06
3688,40,28032,17041,416.12
3689,53,29314,17051,1977.78
3690,73,798,17052,218.11
3691,19,87190,17055,345.29
3692,58,13065,17058,3088.15
3693,78,49073,17059,1075.84
3694,15,95610,17060,1841.87
3695,83,79751,17062,1157.95
3696,73,82546,17063,728.92
3697,57,63557,17064,779.22
3698,21,26904,17069,1438.67
3699,42,76339,17070,178.47
3700,100,72557,17081,1726.71
3701,51,11068,17087,555.26
3702,53,28207,17089,608.02
3703,84,45320,17090,323.39
3704,57,67391,17095,2146.55
3705,29,89667,17097,3573.99
3706,32,98917,17101,931.43
3707,41,26444,17102,1809.58
3708,70,97287,17107,74.01
3709,46,38388,17114,535.12
3710,51,94297,17119,1495.58
3711,2,8722,17120,654.2
3712,65,59064,17124,67.79
3713,15,81937,17129,2639.19
3714,41,87908,17131,1391.03
3715,55,87693,17132,2054.31
3716,25,99641,17133,1676.0
3717,82,69176,17139,1902.08
3718,92,22130,17140,483.65
3719,8,38840,17144,5.96
3720,98,49574,17146,465.46
3721,92,12243,17153,2353.63
3722,33,31436,17156,306.03
3723,33,56799,17160,1575.87
3724,91,75261,17161,519.93
3725,64,31597,17165,185.18
3726,26,49790,17167,4096.65
3727,34,20283,17175,1505.32
3728,22,23256,17180,452.66
3729,47,69640,17182,566.81
3730,48,54738,17183,2800.93
3731,40,49579,17188,445.74
3732,78,58125,17193,1079.57
3733,46,16531,17198,552.14
3734,76,56827,17199,1192.49
3735,93,45526,17203,3174.73
3736,14,28249,17207,261.33
3737,74,79718,17209,741.43
3738,26,96413,17210,1236.4
3739,91,77182,17211,2073.76
3740,87,12232,17213,1163.24
3741,97,59408,17216,717.1
3742,94,40205,17219,2249.95
3743,98,85968,17223,399.18
3744,16,93225,17224,952.14
3745,33,56692,17241,361.29
3746,26,86755,17243,2167.51
3747,31,13192,17244,827.81
3748,60,52278,17248,1425.67
3749,8,5079,17257,553.47
3750,61,97652,17266,2506.78
3751,73,64414,17267,1272.74
3752,20,83864,17270,2394.06
3753,61,74091,17273,2632.48
3754,71,6258,17274,57.23
3755,95,12399,17275,1658.93
3756,18,13428,17277,431.17
3757,32,31658,17280,3160.54
3758,39,35638,17285,777.31
3759,69,39474,17286,736.03
3760,54,72857,17293,493.29
3761,100,85371,17297,1897.32
3762,16,61427,17299,119.61
3763,40,6028,17302,998.06
3764,44,97067,17304,2388.84
3765,30,3426,17307,901.78
3766,82,8773,17310,3402.2
3767,73,4713,17321,1046.97
3768,11,80708,17328,2340.97
3769,81,64178,17331,1608.16
3770,17,1523,17336,2228.2
3771,48,32462,17351,2298.14
3772,100,30388,17352,1227.7
3773,2,12777,17353,3802.97
3774,58,13281,17358,815.55
3775,99,50658,17361,1661.19
3776,31,74879,17366,110.0
3777,85,98812,17371,4152.53
3778,52,6425,17376,1415.97
3779,12,50254,17379,516.95
3780,33,61792,17386,1371.09
3781,49,54435,17387,2001.56
3782,60,83153,17392,1571.21
3783,24,65129,17395,577.33
3784,7,85549,17399,1043.45
3785,38,65839,17403,1722.4
3786,6,53990,17405,432.13
3787,44,98604,17413,362.97
3788,52,5507,17420,1519.17
3789,82,6049,17421,1896.28
3790,94,30757,17423,439.32
3791,17,71637,17427,998.4
3792,79,1903,17432,59.01
3793,99,97153,17435,2649.92
3794,95,12628,17437,230.21
3795,87,3556,17441,1125.98
3796,70,12728,17442,148.77
3797,53,47583,17443,1733.42
3798,76,87477,17447,1295.7
3799,71,61471,17448,304.45
3800,3,48011,17449,1234.14
3801,23,73007,17450,1119.76
3802,2,17891,17455,1940.74
3803,19,11582,17458,622.81
3804,39,83299,17465,546.3
3805,31,38728,17466,2009.39
3806,42,93497,17468,627.75
3807,99,38467,17470,1675.02
3808,77,14072,17476,2107.07
3809,7,96586,17478,2714.28
3810,47,69038,17482,846.3
3811,90,86705,17484,3267.33
3812,60,42967,17485,1198.08
3813,16,48269,17489,1116.73
3814,65,3515,17493,256.84
3815,81,19917,17494,561.71
3816,65,7053,17510,287.51
3817,10,71462,17511,2599.46
3818,35,21085,17512,1184.66
3819,9,51522,17514,1192.95
3820,12,43353,17518,843.63
3821,90,10027,17522,1429.3
3822,43,78640,17539,456.47
3823,6,15956,17542,545.39
3824,79,6736,17543,38.43
3825,88,49633,17545,2292.38
3826,79,28222,17550,26.05
3827,84,29628,17555,1311.55
3828,63,64432,17556,211.46
3829,39,22768,17561,1128.07
3830,94,88767,17568,3107.36
3831,100,55068,17577,893.28
3832,27,44456,17583,392.15
3833,79,20608,17589,895.93
3834,34,58490,17590,1353.08
3835,45,24936,17597,811.49
3836,94,53607,17599,825.92
3837,15,91195,17613,946.82
3838,56,23227,17614,314.82
3839,13,68240,17623,749.34
3840,77,66237,17637,1771.9
3841,12,94121,17642,1017.43
3842,63,95086,17646,1398.68
3843,76,41396,17653,364.4
3844,24,52127,17657,667.23
3845,89,71715,17661,1074.05
3846,82,58548,17662,628.61
3847,11,8481,17670,1423.59
3848,99,1068,17674,1642.37
3849,80,77934,17676,279.34
3850,66,97914,17684,186.04
3851,63,95356,17692,783.92
3852,46,70285,17697,542.5
3853,56,72148,17700,1587.57
3854,93,47307,17702,832.78
3855,92,47690,17705,387.45
3856,70,20628,17709,353.86
3857,65,55651,17714,316.44
3858,5,7675,17715,2331.96
3859,11,19203,17718,3097.41
3860,75,93411,17720,726.0
3861,57,28663,17726,1690.46
3862,100,22769,17734,2026.72
3863,37,91238,17739,632.45
3864,68,9037,17741,26.34
3865,35,38873,17743,1819.42
3866,53,90423,17744,483.4
3867,87,35631,17748,868.29
3868,15,69187,17753,891.5
3869,98,91749,17755,183.62
3870,59,83256,17756,455.5
3871,90,10003,17758,580.7
3872,27,99526,17759,303.09
3873,70,61526,17762,491.38
3874,47,24624,17767,430.34
3875,9,79640,17776,1212.7
3876,10,36922,17777,2582.49
3877,77,38655,17791,1110.68
3878,74,99781,17801,1026.51
3879,5,55165,17802,891.04
3880,17,45367,17806,341.07
3881,16,90457,17810,572.88
3882,69,6519,17811,709.88
3883,21,51187,17814,1489.99
3884,15,33248,17831,1546.84
3885,4,52749,17835,1193.83
3886,30,22582,17836,2260.41
3887,56,42471,17842,855.46
3888,92,29438,17844,2189.03
3889,20,6222,17857,764.02
3890,26,16893,17859,3243.13
3891,83,40127,17861,738.73
3892,93,3129,17862,1742.92
3893,56,88594,17866,951.76
3894,16,29458,17867,1763.82
3895,86,46685,17868,649.91
3896,45,88595,17870,744.09
3897,57,98551,17876,2593.84
3898,24,44869,17880,861.64
3899,35,64069,17884,2331.73
3900,42,80350,17897,58.58
3901,96,35128,17899,2749.74
3902,84,20367,17900,1908.22
3903,92,99656,17903,892.7
3904,68,83973,17906,1064.79
3905,1,83722,17918,19.59
3906,94,86046,17921,4063.22
3907,85,71091,17923,796.04
3908,9,21209,17929,933.75
3909,78,74688,17933,1145.07
3910,69,22902,17934,152.37
3911,23,89809,17936,206.0
3912,72,65323,17938,1982.44
3913,6,29212,17939,7.91
3914,99,18048,17940,2095.28
3915,23,36556,17944,1011.12
3916,15,96846,17946,3662.81
3917,36,43817,17948,84.91
3918,1,47042,17950,187.22
3919,28,41558,17951,718.06
3920,63,43309,17955,391.0
3921,16,44939,17958,867.11
3922,53,58345,17970,479.45
3923,64,48386,17984,648.16
3924,19,66636,17990,115.55
3925,35,15361,17991,2532.87
3926,71,2504,17999,185.42
3927,15,10160,18006,1327.85
3928,46,73996,18007,2699.01
3929,22,46505,18014,316.79
3930,12,93056,18017,370.66
3931,65,91986,18025,32.17
3932,8,69503,18034,149.26
3933,74,55163,18040,1205.86
3934,93,6211,18045,273.38
3935,80,624,18046,1449.44
3936,82,92543,18048,571.06
3937,45,53632,18052,983.13
3938,81,17941,18058,935.84
3939,96,30421,18071,1579.11
3940,60,80627,18073,3024.83
3941,44,27125,18078,2283.4
3942,4,57788,18080,1058.82
3943,92,39312,18093,312.4
3944,27,434,18099,383.26
3945,42,26863,18102,1432.2
3946,20,40656,18103,4621.76
3947,49,29646,18105,915.69
3948,68,10160,18106,245.54
3949,58,45225,18109,3147.63
3950,99,88222,18111,1187.38
3951,66,98479,18113,318.08
3952,89,29699,18116,36.3
3953,39,44268,18125,925.13
3954,23,95892,18126,2309.17
3955,2,43031,18127,134.04
3956,97,96837,18133,228.59
3957,16,77604,18138,1515.53
3958,35,49507,18141,1347.18
3959,29,21846,18142,1333.58
3960,19,60387,18144,498.92
3961,25,33927,18145,2410.93
3962,18,22819,18147,1090.5
3963,45,2781,18156,77.94
3964,64,62583,18162,417.23
3965,57,75213,18165,478.31
3966,7,51869,18168,2950.59
3967,100,13097,18172,1628.58
3968,85,35866,18181,1688.82
3969,97,74451,18186,51.4
3970,14,69487,18190,220.92
3971,92,55094,18202,270.61
3972,41,5149,18206,139.56
3973,56,64909,18210,592.17
3974,87,86039,18213,1663.15
3975,11,42318,18214,629.79
3976,78,63873,18231,536.23
3977,26,98881,18234,220.08
3978,21,32265,18238,749.3
3979,22,867,18239,20.21
3980,91,34846,18251,2160.54
3981,41,73183,18253,952.62
3982,62,14574,18255,1823.48
3983,11,52811,18262,1447.71
3984,42,84857,18265,1056.91
3985,76,92935,18278,656.09
3986,52,44589,18283,756.91
3987,27,56956,18288,301.07
3988,2,10559,18289,4212.39
3989,99,31512,18291,1295.98
3990,79,81726,18297,1102.51
3991,42,1101,18298,1044.9
3992,3,32461,18299,1287.81
3993,42,44498,18303,2788.77
3994,32,71179,18304,1693.0
3995,83,25750,18319,367.47
3996,25,71838,18322,472.98
3997,69,18594,18324,641.75
3998,46,5035,18326,356.68
3999,64,7611,18327,483.91
4000,18,30079,18330,2101.88
4001,65,96894,18331,121.96
4002,14,84228,18342,157.5
4003,64,33820,18355,73.8
4004,60,11595,18357,945.2
4005,86,77307,18364,852.98
4006,17,85718,18368,252.1
4007,84,48404,18371,505.32
4008,5,67014,18374,1806.06
4009,37,82603,18381,1188.32
4010,6,13367,18382,42.31
4011,37,31603,18383,515.74
4012,78,81899,18386,1401.61
4013,62,4597,18387,4344.42
4014,77,46142,18390,1096.46
4015,10,20226,18396,2084.43
4016,9,79748,18399,1000.0
4017,53,28549,18402,478.66
4018,28,4017,18408,442.6
4019,9,9467,18421,913.65
4020,96,47235,18427,4163.82
4021,63,37642,18433,1473.58
4022,53,75478,18435,582.05
4023,80,80038,18437,835.86
4024,35,5704,18438,2235.7
4025,86,24388,18449,723.57
4026,89,12663,18452,1004.95
4027,100,76564,18455,304.36
4028,42,67212,18466,1142.91
4029,28,42160,18476,210.04
4030,67,98301,18487,3207.53
4031,69,38993,18488,622.17
4032,88,18979,18496,966.95
4033,2,32481,18497,1259.72
4034,18,82800,18498,291.01
4035,98,54919,18499,1345.16
4036,21,92996,18507,1335.55
4037,73,90224,18511,200.64
4038,6,63424,18526,280.55
4039,77,83953,18530,1987.58
4040,1,45690,18535,637.3
4041,61,59702,18536,2550.78
4042,32,6954,18538,819.32
4043,99,27394,18541,705.7
4044,46,81180,18544,1258.2
4045,78,19884,18547,679.49
4046,51,35385,18556,429.68
4047,69,14899,18560,1224.12
4048,72,47125,18561,1064.1
4049,85,71189,18564,2298.03
4050,4,81366,18578,794.11
4051,32,84993,18579,1563.21
4052,95,80515,18592,1909.97
4053,97,75974,18595,363.54
4054,32,30632,18603,1265.64
4055,4,50122,18607,301.14
4056,77,13993,18619,115.93
4057,13,67644,18625,1486.49
4058,90,39666,18626,2519.38
4059,50,5,18629,271.64
4060,47,34122,18631,2648.04
4061,59,81423,18633,316.01
4062,79,29714,18646,1365.97
4063,79,68836,18651,89.31
4064,95,28736,18652,675.66
4065,33,70119,18654,2143.88
4066,64,38964,18657,348.53
4067,40,96512,18658,239.48
4068,96,63518,18663,271.1
4069,46,50473,18666,1685.46
4070,94,68991,18671,981.56
4071,75,81765,18672,894.67
4072,78,36186,18683,385.58
4073,97,10420,18689,487.59
4074,99,83851,18691,3405.22
4075,8,41878,18704,610.0
4076,68,49267,18708,275.5
4077,67,21249,18709,828.13
4078,84,96664,18721,506.0
4079,73,8933,18728,1807.27
4080,78,68536,18733,1329.15
4081,37,73013,18752,580.8
4082,20,11956,18755,1986.02
4083,88,73604,18756,1648.87
4084,29,5166,18758,760.07
4085,11,50086,18764,3652.56
4086,35,75196,18769,1753.36
4087,40,58805,18771,711.94
4088,6,58998,18780,383.28
4089,36,61471,18783,1202.24
4090,46,59602,18784,2399.09
4091,18,33791,18789,614.68
4092,4,50005,18792,359.44
4093,88,49494,18795,2308.09
4094,28,73278,18800,346.56
4095,91,32943,18807,1510.13
4096,51,42127,18810,499.79
4097,40,77821,18811,343.16
4098,38,85518,18819,50.84
4099,80,37681,18820,636.75
4100,96,41452,18821,2535.32
4101,74,7539,18824,1408.67
4102,8,82166,18825,711.87
4103,95,10619,18830,943.21
4104,78,38817,18832,670.44
4105,89,64712,18838,1115.34
4106,38,58860,18841,3912.02
4107,26,70968,18842,3330.34
4108,4,71049,18844,93.4
4109,31,73,18845,2561.7
4110,3,28100,18850,708.1
4111,49,74869,18852,520.83
4112,96,25661,18853,611.33
4113,98,41655,18855,919.78
4114,77,19246,18860,274.77
4115,17,88178,18866,1927.54
4116,85,52109,18870,1493.34
4117,100,19568,18874,3202.64
4118,23,7554,18875,2488.25
4119,32,80063,18885,1549.44
4120,27,66144,18887,433.93
4121,98,51527,18890,296.98
4122,37,24273,18892,1225.0
4123,80,50952,18893,237.57
4124,13,25449,18897,1214.73
4125,83,63286,18898,1060.17
4126,26,8175,18899,1749.1
4127,93,88132,18901,780.66
4128,12,49764,18906,4572.24
4129,29,62505,18907,2327.83
4130,79,16819,18910,264.88
4131,61,57983,18912,1199.07
4132,39,53828,18913,1330.84
4133,27,82315,18915,554.12
4134,9,83941,18917,104.88
4135,84,28387,18920,1369.15
4136,74,26576,18930,327.07
4137,51,11458,18934,1664.02
4138,9,10819,18937,87.33
4139,47,48381,18938,366.26
4140,28,33952,18945,1699.23
4141,13,44966,18948,70.14
4142,55,44395,18949,1601.98
4143,69,43228,18951,933.03
4144,41,70187,18953,1008.17
4145,12,77379,18956,1226.85
4146,30,11239,18958,995.37
4147,8,71431,18961,487.84
4148,61,63215,18964,1289.38
4149,50,95184,18966,399.98
4150,54,43359,18976,392.11
4151,85,98668,18979,398.71
4152,54,88573,18980,527.17
4153,12,18905,18986,993.29
4154,44,29675,18987,1960.34
4155,39,79708,18990,2414.0
4156,97,70661,18992,488.37
4157,69,12054,18993,1366.98
4158,16,24637,18996,1205.12
4159,46,74040,18997,2026.53
4160,36,44076,18998,86.3
4161,41,62407,19014,553.54
4162,51,23869,19017,336.39
4163,64,91106,19025,449.49
4164,1,43132,19036,607.59
4165,16,90166,19038,1601.38
4166,5,57134,19051,2332.98
4167,6,15843,19057,96.33
4168,90,95988,19059,2453.9
4169,6,70748,19065,691.2
4170,28,32371,19068,1569.55
4171,14,26730,19084,709.22
4172,89,69734,19088,349.17
4173,84,19449,19090,1169.06
4174,40,87693,19091,837.55
4175,61,84814,19100,2156.7
4176,64,12456,19105,125.63
4177,8,3669,19107,269.13
4178,22,79729,19114,480.11
4179,44,24173,19116,907.04
4180,74,53777,19121,733.61
4181,100,28519,19136,977.59
4182,19,55217,19139,176.46
4183,79,35330,19143,431.89
4184,15,76569,19148,2737.51
4185,77,52197,19158,625.79
4186,8,41260,19171,152.72
4187,22,28299,19172,163.42
4188,21,55514,19182,599.95
4189,5,47444,19187,1932.93
4190,87,38539,19189,432.32
4191,47,90971,19192,561.38
4192,45,51094,19193,1016.43
4193,55,4719,19198,2070.16
4194,40,48767,19200,743.05
4195,32,17249,19204,2420.26
4196,85,7273,19220,2975.36
4197,92,68534,19224,587.42
4198,24,86205,19236,87.5
4199,41,73641,19237,537.81
4200,42,66267,19238,664.68
4201,98,20659,19242,1691.86
4202,14,55206,19246,334.42
4203,62,3964,19262,2139.02
4204,36,12480,19266,558.22
4205,83,49197,19274,105.29
4206,80,77763,19277,210.56
4207,39,7296,19286,2788.12
4208,2,25843,19294,1432.87
4209,79,71863,19296,265.48
4210,88,96819,19303,791.24
4211,73,41099,19305,439.81
4212,2,18148,19307,56.68
4213,51,61922,19308,1058.91
4214,52,59701,19319,497.83
4215,93,75117,19321,531.54
4216,72,9830,19328,1200.7
4217,82,4346,19330,2741.36
4218,51,87582,19331,1876.36
4219,36,42335,19332,429.13
4220,29,77302,19340,606.31
4221,91,16517,19343,1917.72
4222,77,24477,19348,608.32
4223,20,8999,19350,1320.57
4224,82,32831,19353,2236.53
4225,44,73178,19356,3888.79
4226,69,97561,19357,411.99
4227,68,92944,19364,770.38
4228,8,93999,19368,393.39
4229,61,99849,19370,2676.46
4230,1,64597,19379,226.07
4231,99,59876,19382,2457.25
4232,60,90942,19384,3440.06
4233,98,21571,19385,1252.75
4234,62,37241,19390,2322.38
4235,39,53685,19395,75.92
4236,78,64139,19397,843.34
4237,25,25329,19400,1157.4
4238,43,80398,19406,221.02
4239,51,30668,19409,976.97
4240,97,77998,19410,313.94
4241,35,30513,19433,2794.16
4242,13,62978,19442,1225.84
4243,17,26803,19443,594.65
4244,98,60270,19444,349.64
4245,89,7409,19445,1586.55
4246,44,81399,19450,990.48
4247,31,80731,19451,1297.49
4248,60,597,19458,4177.58
4249,44,51034,19459,2586.71
4250,4,15328,19461,880.29
4251,19,5471,19463,42.21
4252,100,58078,19471,4423.67
4253,75,42878,19473,4208.89
4254,2,56753,19476,3021.51
4255,21,94163,19478,837.76
4256,44,42278,19480,1068.86
4257,3,84308,19482,1714.75
4258,53,40136,19484,848.31
4259,1,70246,19489,271.5
4260,51,9522,19494,842.01
4261,31,30477,19498,704.44
4262,64,11365,19505,75.22
4263,44,36959,19507,1640.87
4264,23,36933,19510,1329.68
4265,64,96065,19512,52.74
4266,54,24179,19516,1158.69
4267,48,43153,19520,887.36
4268,10,23709,19521,748.1
4269,51,77676,19533,818.64
4270,46,72013,19540,1341.48
4271,36,77654,19547,1147.08
4272,71,34010,19550,578.29
